Peilmerknummer,X_RD,Y_RD,Punt_status,Punttype,Omschrijving
016E0082,205840,543200,VERVALLEN,PM,HS ZUIDERW 52 
016E0083,206445,543488,ACTUEEL,PM,CF NIEUWEW 86
016E0084,206684,542990,ACTUEEL,PM,BDR OOSTVIERDEPARTEN 1
016E0085,207441,543587,ACTUEEL,PM,HS OOSTVIERDEPARTEN 21 - 2 -
016E0088,202137,544657,ACTUEEL,PM,CF JOKWG 
016E0089,203440,544480,ACTUEEL,PM,BDR NOORDWOLDERVAARTWG 33
016E0091,205236,544501,ACTUEEL,PM,BDR HOOFDSTRAAT WEST 77
016E0092,205893,544748,ACTUEEL,PM,GK DWARSVAARTW 1 L.V.INGANG
016E0093,206176,544030,ACTUEEL,PM,HS NIEUWEWG 16
016E0094,206210,544020,VERVALLEN,PM,HS NIEUWEW 3 
016E0095,206540,544750,ACTUEEL,PM,BDR DWARSVAARTW 10 
016E0098,208086,544056,ACTUEEL,PM,HS OOSTVIERDEPARTEN 28
016E0100,208964,544618,ACTUEEL,PM,BDR OOSTVIERDEPARTEN 38
016E0101,209855,544600,ACTUEEL,PM,"BDR """"IMMER MOED"""" WERKHORSTLN 3"
016E0102,201616,545166,ACTUEEL,PM,BDR IJKENWG 5
016E0103,202147,545648,ACTUEEL,PM,MR STUW NOORDWOLDERVRT Z-Z IJKENWG (VM SCHUTSL)
016E0104,202840,545020,ACTUEEL,PM,WKHS JOKW 31 DE HOEVE 
016E0105,203600,545400,ACTUEEL,PM,BDR JOKW 63 DE HOEVE 
016E0107,205440,545404,ACTUEEL,PM,HS HELLINGSTR 67
016E0108,205520,545020,VERVALLEN,PM,O.L.SCHL HOOFDSTRAAT WEST 27 NOORDWOLDE 
016E0109,206030,545830,VERVALLEN,PM,HS OLDEBERKOPERWG 7 (ONDER RAAM) 
016E0110,206411,545680,ACTUEEL,PM,"SCHL """"MATTHIJSJE"""""
016E0112,208030,545530,HISTORISCH,PM,HS DWARSVAARTW 59 
016E0115,209812,544996,ACTUEEL,PM,HS OOSTVIERDEPARTEN 52
016E0116,200640,546680,HISTORISCH,PM,BDR HOOFDSTRAAT 192 
016E0118,205070,546033,ACTUEEL,PM,HS JOKWG 5
016E0120,206154,546400,ACTUEEL,PM,HS OLDEBERKOPERW 17 
016E0122,207172,545986,ACTUEEL,PM,BDR OOSTERSTREEK 63
016E0123,207587,546143,ACTUEEL,PM,CF OOSTERSTREEK 78
016E0124,208374,546515,ACTUEEL,PM,BDR BOYLERWG 10
016E0125,208940,546860,VERVALLEN,PM,BDR BOYLERW 27 
016E0127,209800,546470,HISTORISCH,PM,BDR BOSCHOORDW 14 
016E0128,200520,547760,ACTUEEL,PM,BDR VRIESBURGERW 21 
016E0129,201489,547511,ACTUEEL,PM,WKHS HOOFDWG 246 
016E0130,201969,547380,HISTORISCH,PM,BDR NIEUWEWG 80 
016E0133,205540,547580,VERVALLEN,PM,BDR IJKENW 12
016E0135,206482,547331,ACTUEEL,PM,WK HS ZANDHUIZERWG 1
016E0138,207640,547700,HISTORISCH,PM,BET.BR O/D WETERING 
016E0142,209708,547297,ACTUEEL,PM,HK BOYLERWEG 87
016E0144,201644,548391,ACTUEEL,PM,BDR HOOFDW 254
016E0145,205700,548964,ACTUEEL,PM,BR O/D LINDE W-Z. OLDEBERKOPERWEG
016E0146,206115,548158,ACTUEEL,PM,BDR OLDEBERKOPERWG 32
016E0148,207000,548260,VERVALLEN,PM,BDR ZANDHUIZERWG 39 
016E0150,207880,548900,VERVALLEN,PM,BDR ZANDHUIZERWG 61 
016E0153,202640,549000,VERVALLEN,PM,HS BDR HOOFDWG 264 
016E0154,205293,549895,ACTUEEL,PM,HS BDR DE WEEME 2
016E0156,207340,549880,HISTORISCH,PM,BR O/D LINDE W-Z. BEKHOFWEG
016E0157,207670,549240,HISTORISCH,PM,BDR BEKHOFWG 9 
016E0159,208725,549453,ACTUEEL,PM,BDR BOEKELTERWG 3
016E0160,209335,549868,ACTUEEL,PM,BDR BOEKELTERWG 6
016E0161,209550,549090,HISTORISCH,PM,BDR MEULEPOLLE:4 
016E0163,200200,546310,VERVALLEN,PM,BDR HOOFDWEG 184 OLDEHOLTPA 
016E0165,202110,538830,ACTUEEL,PM,HS KON. WILHELMINALAAN 47 
016E0166,202570,539880,ACTUEEL,PM,BDR KON. WILHELMINALN 68 
016E0170,200740,546090,VERVALLEN,PM,BDR STELLINGENWG 68 
016E0171,201169,546600,VERVALLEN,PM,HS 'DE SCHUTSE' STELLINGENWG 70 
016E0173,202748,547842,ACTUEEL,PM,BDR STELLINGENWG 104 
016E0174,201132,548132,ACTUEEL,PM,BDR SPLITSING FRIESBURGERW-HOOFDW 293 
016E0175,202286,548850,ACTUEEL,PM,BDR HOOFDWEG 311 
016E0176,203464,548475,ACTUEEL,PM,BDR STELLINGENWG 14 BIJ HMP 14.6 
016E0177,203962,548836,ACTUEEL,PM,BDR STELLINGENWG 3 BIJ HMP 14.0 
016E0178,203324,549347,ACTUEEL,PM,TH 75M ZO VAN DE WOLVEGASTERWG 75 
016E0180,209648,540910,ACTUEEL,PM,HS VLEDDERWG 30
016E0181,204060,539060,ACTUEEL,PM,"SCH LANDGOED 'EESE', V. KARNEBEEKLN 7 "
016E0182,204079,539580,VERVALLEN,PM,HS HERMANSHOEVE O/H LANDGOED 'EESE' 9 
016E0183,207104,542027,ACTUEEL,PM,HS KON WILHELMINALN 22
016E0184,204910,546760,VERVALLEN,PM,HS BDR MEENTHEW 7A 
016E0185,204739,547330,ACTUEEL,PM,HS BDR IJKENWEG 26A 
016E0186,200847,544518,ACTUEEL,PM,HS VINKEGAVAARTWG 7
016E0187,202298,544035,ACTUEEL,PM,HS HOEVEWG 24
016E0188,202450,543110,ACTUEEL,PM,HS BDR BUITENW 25 
016E0189,204680,543750,VERVALLEN,PM,HS NOORDWOLDERW 44 
016E0190,201970,541680,ACTUEEL,PM,BDR STEGGERDAW 50 
016E0191,200020,538500,VERVALLEN,PM,HS RW STEENWIJK-WOLVEGA 129 
016E0192,201585,547304,ACTUEEL,PM,PK KERKWG 4 (IN STEUNBEER LINKS VAN INGANG) 
016E0193,204214,545545,ACTUEEL,PM,HS BDR JOKWG 14 
016E0194,206320,543700,VERVALLEN,PM,"LDS FB NIEUWEWG 52 (1E-LDS NOORDEN,VAN KANTOOR) "
016E0195,203986,543116,ACTUEEL,PM,HS NOORDWOLDERWG 25
016E0196,204472,541268,ACTUEEL,PM,HS WESTVIERDEPARTEN 37
016E0197,205750,541290,HISTORISCH,PM,HS SCHOOLPAD 2 ('T SLANGENNEST) 
016E0198,202410,537940,ACTUEEL,PM,"SCH CAMPING 'T EZER HEIDEVELD LOHNIS-,LN 12 "
016E0199,208940,545670,HISTORISCH,PM,SCH BDR DWARSVAARTWG 84 
016E0200,207230,545020,HISTORISCH,PM,HS DWARSVAARTWG 36 
016E0201,207480,544290,HISTORISCH,PM,HS VALLAATWG 4 
016E0202,208230,543250,ACTUEEL,PM,SCH BDR J. WAPSTRAWG 
016E0203,208490,538700,VERVALLEN,PM,ZESKANTIGE BOUT IN STUW 50M ZO VAN HEERENDK
016E0204,207580,538120,ACTUEEL,PM,"STUW HEERENDK, 1.25M NO VAN POLDERWG "
016E0205,209329,548642,ACTUEEL,PM,SCH BDR 'BOSKPLEATS' MEULEVELDWG
016E0206,208261,548121,ACTUEEL,PM,TRAFO MEULEVELDWG/BEKHOFWG 
016E0207,208360,547870,ACTUEEL,PM,SCH BDR BEKHOFWG 1 
016E0208,206140,545560,VERVALLEN,PM,HK NOORDWOLDE OLDEBERKOPERWG 
016E0209,208785,546803,ACTUEEL,PM,SCH TIMMERFB BOYLERWG 23
016E0210,209519,538215,ACTUEEL,PM,STUW W-Z VAN HELOMAWG BIJ HMP 8.2
016E0211,205699,545105,ACTUEEL,PM,BOVENSTREEK 2
016E0212,201840,538640,ACTUEEL,PM,HS KON. WILHELMINALN 50 
016E0213,209280,538830,VERVALLEN,PM,NO FRMR STUW BR I/D WAPSERVEENSE AA
016E0214,204681,543741,ACTUEEL,PM,HS NOORDWOLDERWG 44
016E0215,201692,544092,ACTUEEL,PM,SCH BDR VINKEGAVAARTWG 13 
016E0216,203829,546950,VERVALLEN,PM,FUNDERING VOERSILO SCH BDR IJKENWG 38 
016E0217,201146,546619,ACTUEEL,PM,HS STELLINGENWG 70 
016E0218,202910,546240,VERVALLEN,PM,STEUNBEER ZIJGEVEL SCH HS IJKENWG 31
016E0219,201839,548568,ACTUEEL,PM,BDR HOOFDWG 305 
016E0220,203850,549710,VERVALLEN,PM,HS WOLVEGASTERWG 59
016E0221,205296,549886,ACTUEEL,PM,SCH BDR DE WEEME STELLINGENWEG 2 L/GROTE DEUR
016E0222,207180,538820,ACTUEEL,PM,TRAFO NR: 8905 NIJENSLEEK BIJ BDR 100 
016E0223,200050,538410,ACTUEEL,PM,HS STEENWIJKERWG 142 
016E0224,200200,544130,VERVALLEN,EG,BT I/D BOVENKANT V/D STUW RD=160330-14 
016E0225,200260,544130,ACTUEEL,PM,STAL BDR VINKEGAVAARTWG 2 
016E0226,200270,544130,ACTUEEL,PM,SCH HS VINKEGAVAARTWG 2 
016E0227,204789,538460,ACTUEEL,PM,HS DWARSWG 1 
016E0228,200978,541119,ACTUEEL,PM,HS PEPERGAWG 96
016E0229,200399,545594,ACTUEEL,PM,"HS BDR STELLINGENWG 56 ,""HOEVE KONINGSBERGEN"" "
016E0230,207879,548869,ACTUEEL,PM,BDR ZANDHUIZERWG 61
016E0231,204733,547333,ACTUEEL,PM,BDR IJKENWEG 26A
016E0232,203972,546959,ACTUEEL,PM,BDR IJKENWEG 38 
016E0233,206313,547693,ACTUEEL,PM,HS OLDEBERKOPERWG 28
016E0234,201726,545991,ACTUEEL,PM,BR OVER DE LINDE ZO-ZIJDE DOORVAART 
016E0235,204080,539580,ACTUEEL,PM,HS HERMANSHOEVE O/H LANDGOED 'EESE' 9 
016E0236,207000,548248,ACTUEEL,PM,HS ZANDHUIZERWG 39
016E0237,206006,545969,ACTUEEL,PM,MR DR OOST VAN OLDEBERKOPERWG 
016E0238,202651,548997,ACTUEEL,PM,HS BDR HOOFDWG 264 
016E0239,206148,545571,ACTUEEL,PM,HK NOORDWOLDE OLDEBERKOPERWG
016E0240,200198,544128,ACTUEEL,EG,"GRONDANKER RD 2M Z V/H HEK V/D STUW,(RD-PUNT 160330-17) "
016E0241,202599,544808,ACTUEEL,PM,TRAFO JOKWG 28 
016E0242,205765,543140,ACTUEEL,PM,HS ZUIDERWG 66
016E0243,205863,542335,ACTUEEL,PM,SCH HS WESTVIERDE PARTEN 13
016E0244,201970,547380,ACTUEEL,PM,HS STELLINGENWG 80 
016E0245,205239,544504,ACTUEEL,PM,BDR HOOFDSTR WEST 77 - 6 -
016E0246,207229,545020,ACTUEEL,PM,HS DWARSVAARTWG 36 
016E0247,208480,545360,VERVALLEN,PM,NO KOP DUIKER GRENSWG
016E0248,206820,547677,ACTUEEL,PM,SCH BDR ZANDHUIZERWG 12
016E0249,207300,547640,VERVALLEN,PM,SCH BDR MEULEVELDWG 4 
016E0250,203800,543800,VERVALLEN,PM,KOP DR DAM ZZ MOLENBUREN 50M O/V VINKEGAVAARTWEG
016E0251,206146,545564,ACTUEEL,PM,HK NOORDWOLDE ZO STEUNBEER
016E0252,201604,541544,ACTUEEL,PM,GB HET ANKER HOEK KOSTERWG/ STEGGERDAWG
016E0253,201166,542222,ACTUEEL,PM,STAL BDR BUITENWG 15 
016E0254,200563,541923,ACTUEEL,PM,TRAFO HOEK BUITENWG / HEMWG
016E0255,200395,542343,ACTUEEL,PM,O-Z INLAAT GML A/D HEMWG 
016E0256,200120,542738,ACTUEEL,PM,PILAAR KUNSTWERK NAAST PARKEERPLAATS Z-Z HEMWG 
016E0257,205590,546260,ACTUEEL,PM,HS SCHAPENDRIFT 8 
016E0258,205578,549128,ACTUEEL,PM,HS NOORDWOLDERWG 4
016E0259,203866,549722,ACTUEEL,PM,HS WOLVEGASTERWG 59
016E0260,200710,546090,ACTUEEL,PM,BDR STELLINGERWG 68 
016E0261,203516,546595,ACTUEEL,PM,BDR IJKENWG 43
016E0262,207290,540690,ACTUEEL,PM,BDR DWARSWG 2 
016E0263,207790,545400,VERVALLEN,PM,HS DWARSVAARTWG 54
016E0264,203930,541810,ACTUEEL,PM,HS ZUIDWG 18 
016E0265,206202,542722,ACTUEEL,PM,WESTVIERDEPARTEN 8 NOORDWOLDE
016E0266,204797,542135,ACTUEEL,PM,ZUIDERWEG 48 VINKEGA
016E0267,202722,544328,ACTUEEL,PM,VINKEGAVAARTWEG 25  DE HOEVE
016E0268,208440,542850,ACTUEEL,PM,MIDDENWEG 2A VLEDDER 
016E0269,204837,542474,ACTUEEL,PM,HS ZUIDERWG 29A
016E0270,208090,543430,ACTUEEL,PM,JAN WAPSTRAWEG 1 VLEDDERVEEN 
016E0271,208840,542390,ACTUEEL,PM,MIDDENWEG 4 VLEDDER 
016E0272,209560,541880,ACTUEEL,PM,MIDDENWEG 9 VLEDDER 
016E0273,207950,539470,ACTUEEL,PM,HOOFDWEG 32 NIJENSLEEK 
016E0276,203391,541003,ACTUEEL,PM,HS TURFHOEKWG 16
016E0277,202290,541960,ACTUEEL,PM,HS STEGGERDAWG 76 
016E0278,201846,539839,ACTUEEL,PM,HS HOEK ERICAWG/ VAARTWG
016E0279,201248,539628,ACTUEEL,PM,HS ERICAWG 46
016E0280,200385,540180,ACTUEEL,PM,HS OVERBUREN 5
016E0281,206790,538440,ACTUEEL,PM,HS HOOFDWG 126 
016E0282,205960,539250,ACTUEEL,PM,"TRAFO A/D BOSSCHE STEEG BIJ BIJ,BOORLOKATIE "
016E0283,205890,539540,ACTUEEL,PM,SCH BDR DWARSWG 23 
016E0284,206200,539780,ACTUEEL,PM,BDR DWARSWG 15 
016E0285,205640,539350,ACTUEEL,PM,SCH BDR DWARSWG 27 
016E0286,205410,538060,VERVALLEN,PM,HK DE ONTMOERTING VAN KARNEBEEKLN
016E0287,204410,538630,ACTUEEL,PM,GB VAN KARNEBEEKLN 7C 
016E0288,204544,541271,ACTUEEL,PM,HS WESTVIERDEPARTEN 12
016E0290,201311,544609,ACTUEEL,PM,BDR KONTERMANSWG 17
016E0291,208823,549597,ACTUEEL,PM,TRAFO BIJ BDR BOEKELTERWEG 10
016E0292,209475,544945,ACTUEEL,PM,HS BDR OOST 4E PARTEN 44
016E0293,209269,548792,ACTUEEL,PM,DAM PILAAR INRIT HS KERKWEG 13
016E0294,208860,548460,ACTUEEL,PM,GAR HS MEULEVELDWEG 11 
016E0295,209445,547130,ACTUEEL,PM,VM ZUIVELFABR BOYLERWEG 57
016E0296,209537,537582,ACTUEEL,PM,HS BDR VAN HELOMAWEG 2A
016E0297,208926,539320,ACTUEEL,PM,BET KEERMR STUW W/Z HELOMAWEG
016E0298,200500,537750,ACTUEEL,PM,CF DE STEEN STEENWIJKERWEG 155 
016E0299,204767,541532,ACTUEEL,PM,TRAFO OP LOKATIE VINKEGA
016E0300,206971,542378,ACTUEEL,PM,VM FABRIEK WONING KON WILHELMINALAAN 31
016E0301,202985,542104,ACTUEEL,PM,HS BOVENWEG 52
016E0302,204310,546770,ACTUEEL,PM,HS MEENTHEWEG 7A 
016E0303,203640,544150,ACTUEEL,PM,BETON DR O/D VINKEGAVAARTWEG N/Z LOKATIE DE HOEVE
016E0304,201277,541231,ACTUEEL,PM,TRAFO VAARTWG 14
016E0305,201770,541790,ACTUEEL,PM,HS BDR OOLDE STECKARDE STEGGERDAWEG 57 
016E0306,200558,540842,ACTUEEL,PM,VASTLEGGING BOUTJE ZO HOEK RIOOLPOMPPUT T/O HS PEPERGAWEG 70
016E0307,206944,538639,ACTUEEL,PM,HS HOOFDWEG 112
016E0308,208556,538019,ACTUEEL,PM,VLMR GEMAAL BEVERRIETENWEG 
016E0309,203978,538317,ACTUEEL,SA,SCHROEFANKER WEST ZANDPAD  X=203978.40 Y=538317.70 
016E0310,203979,537755,ACTUEEL,SA,SCHROEFANKER OOST ZANDPAD 
016E0311,204632,537529,ACTUEEL,SA,SCHROEFANKER OOST DUIVENSLAGTE  X=204632.90  Y=537529.30 
016E0312,206445,537518,ACTUEEL,SA,SCHROEFANKER OOST DE WULPEN  X=206444.90 Y=537518.10 
016E0313,207244,538347,ACTUEEL,SA,SCHROEFANKER WET POLDERWEG  X=207244.40 Y=538347.10 
016E0314,207803,537713,ACTUEEL,SA,SCHROEFANKER OOST POLDERWEG  X=207803.90  Y=537713.80 
016E0315,208277,537675,ACTUEEL,SA,SCHROEFANKER WEST POLDERDIJK X=208277.50 Y=537675.20 
016E0316,208002,538458,ACTUEEL,SA,SCHROEFANKER WEST HEERENDIJK X=208002.60  Y=538458.40 
016E0317,209019,539092,ACTUEEL,PM,TRAFO HEERENDIJK
016E0318,208969,537504,ACTUEEL,SA,SCHROEFANKER OOST BERENRITENWEG X=208969.70 Y=537504.50 
016E0319,206155,538057,ACTUEEL,PM,HS EESVEEENSEWEG 151 
016E0322,209997,544259,ACTUEEL,PM,TRAFO PW JANSENLN 46A: VLEDDERVEEN
016E0323,209380,543880,ACTUEEL,PM,"SCH BDR  PW JANSENLN 53, VLEDDERVEEN "
016E0324,208650,543410,ACTUEEL,PM,"HS PW JANSENLN 5A, VLEDDERVEEN "
016E0325,209729,543620,ACTUEEL,SA,SCHROEFANKER TURFPAD 
016E0326,205420,538050,ACTUEEL,PM,HK DE ONTMOETING VAN KARNEBEEKLN - 9 -
016E0328,209840,539190,ACTUEEL,SA,
016E0329,209323,538833,ACTUEEL,PM,NO FRMR STUW BR I/D WAPSERVEENSCHE AA
016E0331,209923,541111,ACTUEEL,PM,HS DE ROLLE 4 VLEDDER
016E0332,205300,539360,ACTUEEL,PM,HS DWARSWEG 19 
016E0333,206740,539930,ACTUEEL,PM,HS DWARSWEG 13 
016E0334,202680,540440,ACTUEEL,PM,HS LEEMWEG 12 
016E0335,200140,539590,ACTUEEL,PM,HS OVERBUREN 23 
016E0336,209454,548221,ACTUEEL,PM,DR KERKWG NABIJ HS 8
016E0337,205379,547493,ACTUEEL,PM,KEERWAND A/D IJKENWG
016E0338,205018,546556,ACTUEEL,PM,POMPKAST A/D  MEENTHEWG NABIJ NR 7
016E0339,202912,546218,ACTUEEL,PM,SCHR BDR IJKENWG 31 
016E0340,203844,543844,ACTUEEL,PM,KOP DR DAM ZZ MOLENBUREN 50M O/V VINKEGAVAARTWEG
016F0001,210780,537710,VERVALLEN,PM,O.L.SCHL WAPSERVEEN:89 
016F0006,219713,537780,ACTUEEL,PM,HS WESTEINDE 53
016F0007,212680,538380,VERVALLEN,PM,HK WASPERVEEN OOSTEINDE 31 
016F0008,214419,538534,ACTUEEL,PM,HS OOSTEINDE 3
016F0009,214748,538611,ACTUEEL,PM,HS BDR WASPERWEENSEWG 34
016F0010,216260,538960,HISTORISCH,PM,BDR STEENWIJKERWG 6 WITTELTE 
016F0011,217012,538347,ACTUEEL,PM,BDR WITTELTERWG 16
016F0012,218480,538800,HISTORISCH,PM,"BET.BR'KONINGSSCHUT'O/D O.SMILDERVAART,O-LHFD "
016F0015,217240,539100,VERVALLEN,PM,BDR WITTELTE:13 
016F0016,218640,539440,VERVALLEN,PM,BDR RIJKSWG 64 B/D O.DIEVERBR 
016F0017,212375,540337,ACTUEEL,PM,BDR WAPSE ZUIDERVELD 1
016F0018,214180,540740,ACTUEEL,PM,BDR TEN HAVE 11 
016F0019,216680,540450,HISTORISCH,PM,BDR WESTERDRIFT 1 
016F0020,217519,540472,ACTUEEL,PM,BDR WITTELTERWG 2
016F0021,218411,540803,ACTUEEL,PM,HS DIEVERBRUG:1
016F0023,219290,540413,ACTUEEL,PM,HTL RIJKSWG 3 DIEVERBRUG BIJ HMP 24.4
016F0024,210643,541463,ACTUEEL,PM,GEMEENTEHS VLEDDER DORPSSTR 3
016F0025,211680,541600,HISTORISCH,PM,BET.BR O/D VLEDDER AA O-VLMR Z-LHFD 
016F0026,213460,541140,VERVALLEN,PM,BDR TEN DARPERWG 55A 
016F0027,213572,541266,ACTUEEL,PM,HS BDR TEN DARPERWG 100
016F0028,214859,541807,ACTUEEL,PM,BDR TEN DARPERWG 32
016F0029,215120,541310,HISTORISCH,PM,BDR TEN HAVE 1 
016F0032,218840,541780,HISTORISCH,PM,ARMENS GRONINGENWG 6 
016F0033,215160,542820,ACTUEEL,PM,BDR DE NUL WAPSE:2 
016F0034,216740,542260,VERVALLEN,PM,VM.TOLHS TEN DARPERWG 4 
016F0035,210440,543120,HISTORISCH,PM,BDR LANDGOED VLEDDERHOF 3 
016F0036,210595,543940,ACTUEEL,PM,BDR WERKHORSTLN 12
016F0037,211240,543000,VERVALLEN,PM,BDR SOLWG 1 
016F0039,210960,544950,ACTUEEL,PM,HS JONGKINDTCONKLN 8 
016F0040,212785,544548,ACTUEEL,PM,BDR HUENDERWG 9
016F0041,213940,544580,VERVALLEN,PM,BDR DOLDERSUM 10 
016F0042,210231,545065,ACTUEEL,PM,VM. O.L.SCHL A/D SCHOOLLAAN
016F0044,213760,545520,ACTUEEL,PM,BDR HUENDERWG 1
016F0045,217280,545240,ACTUEEL,PM,BDR 'HOEVE A/D WEG' BOSWG 12
016F0046,210164,546004,ACTUEEL,PM,HS ALTEVEERWG 30
016F0047,210720,546100,VERVALLEN,PM,HS DOLDERSUMSESTRAATWEG 36
016F0049,211520,546080,ACTUEEL,PM,'HOEVE BOSCHOORD' DOLDERSUMSESTRWG 6 
016F0050,216539,546060,VERVALLEN,PM,HS WATEREN 4 
016F0052,210045,547439,ACTUEEL,PM,HS BOYLERWG 98
016F0053,210660,547120,VERVALLEN,PM,BDR DOLDERSUMSEW 18 
016F0055,211590,547360,HISTORISCH,PM,HS DOLDERSUMSEWEG 15 
016F0057,218840,547400,VERVALLEN,PM,BDR 'ANNAHOEVE' OUDE WILLEMSWG 14
016F0059,210740,548120,VERVALLEN,PM,BDR BOYLERW 147 
016F0060,211272,548483,ACTUEEL,PM,BDR BOYLERWG 130
016F0061,212350,548160,HISTORISCH,PM,HS REEW 14 
016F0062,212644,548684,ACTUEEL,PM,HS VERWERSWG12
016F0063,213277,548643,ACTUEEL,PM,RK ZORGVLIET DORPSSTR 31
016F0064,214182,548082,ACTUEEL,PM,BDR LANGE DRIFT 4
016F0065,215405,548579,ACTUEEL,PM,HS APPELSCHASEWG 7
016F0066,219470,548700,ACTUEEL,PM,BOSWHS OUDE WILLEM 4 
016F0067,219916,548063,ACTUEEL,PM,BDR OUDE WILLEM 15
016F0069,211300,549380,HISTORISCH,PM,BDR 'OLD ZUUDHORN' ELSLOO:5 
016F0070,212028,549133,ACTUEEL,PM,BDR ZUID 16
016F0073,217619,541337,ACTUEEL,PM,HK DIEVER L.V.INGANG BRINK 45
016F0076,210256,541573,ACTUEEL,PM,TOREN HK TORENLAAN 6 VLEDDER
016F0077,217224,537958,ACTUEEL,PM,BDR WITTELTERWG 24
016F0078,218700,539400,HISTORISCH,PM,BRWHS DE STOUWE 1 
016F0079,217909,541863,ACTUEEL,PM,VM.TOLHS BOSWG 2
016F0080,215787,546877,ACTUEEL,PM,HS STAATSBOSBEHEER WATEREN 6
016F0082,217970,537700,VERVALLEN,PM,HS HONINGVLAKKEN 9
016F0083,219120,538240,HISTORISCH,PM,BET.PL O ZANDW 700M NW OLDENGAARDE 
016F0085,212100,546520,HISTORISCH,PM,JACHTHUT ELSLOSEWEG BOSCHOORD 
016F0087,215578,538564,ACTUEEL,PM,BDR WAPSERVEENSEWG 28
016F0089,217727,539828,ACTUEEL,PM,BDR WITTELTERWG 5
016F0091,219750,541560,VERVALLEN,PM,BDR W RW LANGS DRENTSE HOOFDVAART 22 
016F0092,213199,542880,VERVALLEN,PM,STUW 50M NW ZANDWEG NW WASPERVEEN 
016F0093,214039,542470,VERVALLEN,PM,SCH BDR LANDWG 4 T/O DIEPENVEEN 
016F0094,214360,539210,ACTUEEL,PM,STUW WASPERVEENSE AA 
016F0095,217430,537840,VERVALLEN,PM,BRUGWHS WIFFELTERBRUG 
016F0096,212220,549700,VERVALLEN,PM,HS HOOFDW 59 
016F0097,215313,547306,ACTUEEL,PM,THV WATEREN 16
016F0098,216800,545750,VERVALLEN,PM,BR I/D TILGRUP NO-FRMR
016F0099,217550,546450,VERVALLEN,PM,BDR OUDE WILLEMSW 3 
016F0100,218087,546827,ACTUEEL,PM,HS BDR OUDE WILLEMSW 5
016F0101,215675,542039,ACTUEEL,PM,BDR TEN DARPERW 22
016F0102,214300,541650,VERVALLEN,PM,SCHL TEN DARPERW 50 
016F0103,217597,544899,ACTUEEL,PM,HS BOSW 8 (S.B.B.)
016F0104,213340,545090,VERVALLEN,PM,BDR HUENDERW 3 
016F0105,211463,543438,ACTUEEL,PM,HS SOLW 2
016F0106,210780,542530,ACTUEEL,PM,BDR DE GROENE WEG 1
016F0107,212640,541320,ACTUEEL,PM,BDR TEN DARPERW 65 
016F0108,212099,539380,VERVALLEN,PM,BR O/D WAPSERVEENSE AA N.LHFD 
016F0109,211630,538066,ACTUEEL,PM,BDR MIDDEN 45
016F0110,212324,538271,ACTUEEL,PM,BDR OOSTEINDE 39
016F0111,213674,538529,ACTUEEL,PM,BDR OOSTEINDE 13
016F0112,216179,538339,ACTUEEL,PM,TH RIOOLGEM WAPSERVEENSEW 11
016F0113,215305,547909,ACTUEEL,PM,HS APPELSCHASEWG 1
016F0114,215396,549843,ACTUEEL,PM,HS BDR CANADA 4
016F0115,213560,549320,HISTORISCH,PM,SCH BDR DE MONDEN 3 
016F0116,211020,546470,VERVALLEN,PM,HS 'SNELSHUTTE' DOLDERSUMSESTR 34 
016F0117,211920,545810,ACTUEEL,PM,HS 'WILDSANGH' BOYLERSTR 10 
016F0118,213830,543870,VERVALLEN,PM,SCH BDR 'DE PRINSENHOF' LANDWG 7 
016F0119,213539,543322,VERVALLEN,PM,SCH BDR LANDWG 5
016F0120,214310,541654,ACTUEEL,PM,SCHL TEN DARPERWG 50
016F0121,215050,547190,VERVALLEN,PM,HS HUENDERWG 2 
016F0122,214018,541497,ACTUEEL,PM,VM-FB 'ONS BELANG' TEN DARPERWG 84
016F0123,216045,542157,ACTUEEL,PM,BDR TEN DARPERWG 14
016F0124,216020,541080,HISTORISCH,PM,BDR KALTEREN 23 
016F0125,216950,541630,ACTUEEL,PM,HS KALTEREN 6 
016F0126,211000,539480,ACTUEEL,PM,IN STUW WAPSERVEENSE AA 
016F0127,210755,537677,ACTUEEL,PM,WKHS MIDDEN 148
016F0128,210727,548062,ACTUEEL,PM,HS BOYLERWG 118
016F0129,210656,547156,ACTUEEL,PM,SCH BDR DOLDERSUMSEWG 18 L/V STALDEUR
016F0130,210385,545563,ACTUEEL,PM,SCH BDR BOSCHOORDWG 24 (ACHTERKANT)
016F0131,214040,542470,VERVALLEN,PM,SCH BDR LANDWG 4 T/O DIEPENVEEN R/V DEUR 
016F0132,213324,541282,ACTUEEL,PM,TRAFO TEN DARPERWG 106: KRUISING BA- RELDSWG - 3 -
016F0133,210929,540382,ACTUEEL,PM,STUW BIJ PS NAAST FIETSPAD
016F0134,211641,540203,ACTUEEL,PM,STUW NAAST FIETSPAD
016F0135,215790,546882,ACTUEEL,PM,VML HS STAATSBOSBEHEER WATEREN 6
016F0136,214903,547667,ACTUEEL,PM,SCH BDR WATEREN 24
016F0137,219150,540060,HISTORISCH,PM,OPVOERSTATION DIEVERSLUIS TE DIEVERBRUG 
016F0138,212990,548340,ACTUEEL,EG,"RD STEEN 29.0 M ZW V/H INRITJE,RD=160329-14 "
016F0139,213071,548385,VERVALLEN,PM,SCH BDR DE RUIJTER DE WILDTLN 3
016F0140,213112,548515,ACTUEEL,PM,TRAFO DE RUIJTER DE WILDTLN
